Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Project_Name,Start_Date,Cost_Variance,PlannedCost,Updated_Date,Planned_Duration,Project_delay,Start_days_after_2000
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2349,VA Time and Attendance System (VATAS),2009-12-31,1.920423,9.181281,872,956.0,319.0,3652
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2350,VA for Vets,2011-05-20,0.0,5.3617040000000005,398,388.0,476.0,4157
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2352,VAFM Corporate and Regional Matrixed Budget Management System,2010-10-12,0.0,1.52,587,717.0,1277.0,3937
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2353,VAFM Construction Project Management Software,2010-10-12,0.0,1.7022560000000002,587,451.0,1454.0,3937
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2354,SCIP Automation Tool (SAT) - Long Term Solution,2010-11-01,0.0,1.688296,567,592.0,122.0,3957
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2355,Central Office Human Resources Service (COHRS) Workload Tracking System,2011-04-29,0.0,0.118,388,367.0,321.0,4136
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2356,VAFM Business Management System Support and Hosting,2010-10-01,0.0,2.243,598,730.0,0.0,3926
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2357,Talent Management System FY12 Enhancements,2012-03-19,0.0,0.5025069999999999,94,67.0,532.0,4461
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2821,Labor Management Relations Tracking System (LMR),2011-02-02,0.0,0.249,474,387.0,0.0,4050
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2822,SES Collaborative Website,2009-12-02,0.0,0.59032,838,698.0,121.0,3623
029-777777029,473,29,Department of Veterans Affairs,Corporate 21st Century SAM,2338,Strategic Asset Management (SAM) Replanned Effort,2011-10-01,3.074641,4.0,170,26.0,0.0,4291
029-777777109,474,29,Department of Veterans Affairs,Enterprise IT Support,2824,IOC - Common Operating Picture - COOP,2011-03-07,-0.15423599999999998,3.88345,498,471.0,41.0,4083
029-888888101,478,29,Department of Veterans Affairs,InterAgency 21st Century Core,2943,iEHR Presentation Layer,2012-02-02,0.0,1.668,140,216.0,847.0,4415
029-888888101,478,29,Department of Veterans Affairs,InterAgency 21st Century Core,3135,iEHR Service Oriented Architecture (SOA) Suite,2012-03-14,0.0,86.697339,68,185.0,30.0,4456
029-888888104,479,29,Department of Veterans Affairs,InterAgency 21st Century Enrollment Systems Redesign,2367,Enrollment Legislative Changes,2011-04-01,0.075516,2.576605,447,546.0,1097.0,4108
029-888888103,480,29,Department of Veterans Affairs,InterAgency 21st Century PIV,2827,PIV Site Enhancements and Expansion,2011-10-03,0.0,0.3,231,123.0,238.0,4293
029-888888103,480,29,Department of Veterans Affairs,InterAgency 21st Century PIV,2828,PIV Physical Access Control Systems (PACS),2011-10-03,0.0,0.3,28,123.0,238.0,4293
029-888888103,480,29,Department of Veterans Affairs,InterAgency 21st Century PIV,2845,Safety and Security Initiative (HSPD-12)(PIV),2009-07-20,0.12365599999999999,0.670669,973,893.0,0.0,3488
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2362,BHIE Performance and Usability Enhancements (PUE),2011-01-11,0.0,7.399836,462,626.0,1097.0,4028
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2364,CHDR Veteran Health Information Model Release,2011-06-01,0.0,2.96,202,273.0,62.0,4169
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2825,STS - VA Enterprise Terminology Services (VETS),2011-07-29,-0.01,0.2,234,185.0,245.0,4227
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,3077,VLER Data Access Services (DAS),2012-04-02,0.0,3.12,15,179.0,1827.0,4475
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,3079,Veteran Authorization and Preferences Interface Improvements (VAP II),2012-03-15,0.0,0.01,33,46.0,1978.0,4457
029-555555194,483,29,Department of Veterans Affairs,Medical 21st Century CAPRI,2320,Compensation and Pension Record Interchange (CAPRI) Tactical Enhancements,2011-04-01,0.10825,2.640574,447,546.0,0.0,4108
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2227,Surgery Quality and Workflow Manager (SQWM),2010-08-01,10.758098,34.952687,690,802.0,596.0,3865
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2229,Beneficiary Travel Enhancement,2010-10-01,0.0,1.9988560000000002,535,704.0,35.0,3926
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2230,Non-VA Care - Claims Processing,2010-10-01,0.0,9.029833,598,726.0,0.0,3926
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2232,Health Management Platform,2010-10-01,0.0,10.764566,564,728.0,0.0,3926
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2233,Patient Advocacy Database,2011-03-16,-0.28326799999999996,2.28005,432,595.0,0.0,4092
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2234,Veterans Transportation Service (VTS),2011-02-28,1.5358559999999999,3.91,479,611.0,0.0,4076
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2805,Real Time Location System (RTLS) National Middleware Data Repository (NMDR),2009-12-31,0.0,1.0,872,851.0,487.0,3652
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,3071,Enterprise Mobile Applications,2012-02-01,0.0,0.435,76,58.0,914.0,4414
029-555555222,485,29,Department of Veterans Affairs,Medical 21st Century Laboratory,2321,Laboratory System Re-Engineering Project,2009-09-04,0.338905,15.3,990,1120.0,1463.0,3534
029-555555242,486,29,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2324,Health Risk Assessment  (HRA),2010-06-14,0.0,8.0,707,839.0,547.0,3817
029-555555242,486,29,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2325,My Recovery Plan (MRP),2009-05-08,1.8626619999999998,3.902,1109,1333.0,273.0,3415
029-555555242,486,29,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2817,My HealtheVet Capabilities Enhancement,2011-06-27,0.0,1.501,176,154.0,0.0,4195
029-555555184,487,29,Department of Veterans Affairs,Medical 21st Century Pharmacy(PRE),2318,Pharmacy Re-Engineering - PRE (PPS-N),2011-02-22,0.0,5.348,391,364.0,1925.0,4070
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2241,Clinical Case Registry (CCR),2009-09-01,0.0,0.7,1024,973.0,517.0,3531
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2242,Military Eye Vision Injury Registry,2008-10-01,0.0,0.832,1359,1399.0,1156.0,3196
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2243,Oncology Tumor Registry (ONC),2008-07-11,0.0,0.359833,1327,1477.0,66.0,3114
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2244,Veterans Implant Tracking and Alert System (VITAS),2010-04-01,-1.258027,0.57982,812,854.0,8.0,3743
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2247,Embedded Fragment Registry,2008-04-01,0.0,0.832,1542,1550.0,1188.0,3013
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2249,EVH National Homeless Registry - EVH Analytical Tool,2011-10-03,0.0,0.018,231,28.0,179.0,4293
029-555555109,488,29,Department of Veterans Affairs,Medical 21st Century Registries,2840,Breast Cancer Clinical Case Registry,2011-03-21,0.0,0.09423200000000001,427,438.0,486.0,4097
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2254,Mental Health Enhancements - Outcomes Monitoring,2010-06-01,-0.008786,1.9022139999999998,720,852.0,365.0,3804
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2256,Pharmacy Legacy Enhancements,2010-11-16,0.049128,0.641874,518,566.0,848.0,3972
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2257,National Utilization Management Integration (NUMI),2007-10-01,1.4054360000000001,2.86147,1725,1864.0,1423.0,2830
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2258,FDA Medication Guides Update,2009-10-01,0.0,0.14810299999999998,880,845.0,80.0,3561
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2259,Annual Surgery Updates (ASU),2009-10-01,-0.067989,0.224559,900,848.0,84.0,3561
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2260,Lab Data Sharing and Interoperability (LDSI),2009-07-01,0.0,0.748,1055,1185.0,1097.0,3469
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2261,Fee Data and HERO,2010-07-01,0.0,0.395455,656,638.0,80.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2262,Identification of Principal Mental Health Provider,2010-05-10,-0.018189,1.105129,773,812.0,60.0,3782
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2263,Absent Sick in Hospital (ASIH) Bed Hold,2011-01-03,0.0,2.889,504,483.0,0.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2264,Reasonable Charges Billing Enhancements - Annual Updates,2010-07-01,0.0,1.306335,690,768.0,59.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2265,VistA Fee HIPAA 5010 Implementation Discovery and Requirements,2010-07-01,0.0,2.801735,656,824.0,85.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2266,Medicare Claims Pricing Schedules,2010-07-01,0.0,0.355459,690,456.0,458.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2267,PAID Enhancements for VANOD,2010-07-01,0.0,0.383968,656,617.0,54.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2268,Electronic Insurance Identification,2010-07-01,0.0,0.617727,656,620.0,74.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2269,High Risk Mental Health Patient - National Reminder and Flag,2010-04-19,-0.0042829999999999995,0.11520599999999999,794,785.0,45.0,3761
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2270,ePharmacy Phase 5,2010-04-01,0.0,4.466133,608,579.0,17.0,3743
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2271,eClaims Iteration 4,2010-04-01,0.0,4.033832,608,579.0,17.0,3743
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2272,ePharmacy Claims - Phase 6,2010-12-01,0.0,2.829758,454,429.0,56.0,3987
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2273,eClaims Iteration 5,2010-12-01,0.0,1.470464,454,426.0,52.0,3987
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2274,ePayments Enhancements - Annual Updates,2010-12-01,0.0,1.175392,384,369.0,56.0,3987
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2275,ePayments FY 2010,2010-04-01,0.0,3.5211879999999995,582,579.0,0.0,3743
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2276,Vista Imaging Storage Management Enhancements Phase 1,2008-09-15,0.0,0.686028,1375,1355.0,469.0,3180
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2277,VistA Imaging Core DICOM Services Phase 1,2008-09-15,0.0,2.399168,1375,1355.0,469.0,3180
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2279,Behavioral Health Lab Software,2011-04-04,-0.02,0.401758,413,361.0,549.0,4111
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2282,ICD-10 Class 3 Field Level Assessment,2011-01-03,0.0,4.996476,535,424.0,654.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2283,ICD-10 Conversion of Class 1 Clinical Remaining Products,2011-01-03,0.0,8.964967999999999,535,659.0,373.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2284,"ICD-10 Changes for Lexicon, Encounter Forms, and Clinical Reminders",2011-01-03,0.0,4.4824839999999995,470,574.0,458.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2286,EVH Handheld Devices for Homeless Program,2010-12-01,0.8536219999999999,1.61,454,457.0,280.0,3987
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2289,CPRS Version 29,2010-10-18,0.4312,2.666,612,528.0,183.0,3943
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2290,Clinical Flow Sheet - CLIO v2,2011-01-10,0.0,0.9,374,331.0,83.0,4027
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2291,Nov 2011 Release DSS Extracts,2011-02-14,-0.20772,1.5,428,260.0,22.0,4062
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2292,Resident Assessment Instrument-Minimum Data Set 3_0 Implementation (RAI-MDS 3_0),2011-01-26,0.0,0.1875,447,308.0,212.0,4043
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2293,Credentialing and Privileging Enhancements,2011-07-26,0.0,5.610721,266,234.0,495.0,4224
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2294,OHRS - H1N1 Enhancements,2010-11-19,0.0,2.41119,426,361.0,3.0,3975
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2295,VistA Fee and IFCAP Automation Enhancement,2011-01-03,0.0,0.7472850000000001,470,595.0,95.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2296,Upgrade ETA for Telework,2011-06-06,0.0,1.0016,381,422.0,61.0,4174
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2297,ePharmacy D_0 V2,2010-12-01,0.0,1.528437,454,429.0,56.0,3987
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2298,EDI New Standards And Operating Rules VHA Payer Side Technical Compliance Requirements,2011-07-26,0.0,6.111853,331,189.0,912.0,4224
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2299,CPRS Version 30,2011-08-15,0.0,3.59,311,403.0,160.0,4244
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2305,Caregivers - Newborn Claims Processing Enhancement,2012-01-02,0.0,1.0,140,270.0,367.0,4384
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2306,"Caregivers - Title 1, Sections 101-104",2012-02-27,0.0,0.4,115,53.0,528.0,4440
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2307,Purchased Care - VistA Fee Authorization Menus Enhancements,2011-07-26,0.0,0.147,300,178.0,252.0,4224
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2308,Purchased Care - Emergency Patch VistA Fee Separation of Duties,2011-07-26,0.0,0.147,300,178.0,252.0,4224
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2309,Automate Application of TOP_ CP Offsets for 1st Party Medical Debts,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2310,Third Party Billing Improvements for Fee Care,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2311,3rd Party Billing (IB) Precertification Enhancements,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2312,Emergency Humanitarian Third Party Payer Project,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2313,Additional Reasons Request when Suspending Bills,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2314,Eliminate Creation of First Party Prepayments when Performing the Pharmacy Reset Copay Status Option,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2315,Rate Type and Revenue Source Codes for DoD Billing,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2809,Denied Claims Reports,2010-07-01,0.0,0.5147649999999999,690,456.0,458.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2810,VistA Fee Invoice Acceptance Date Controls,2010-07-01,0.0,0.80166,690,782.0,59.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2811,VA DoD VistA Fee-IPAC Interface,2010-07-01,0.0,0.42408500000000005,656,582.0,332.0,3834
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2812,Distribution of Mental Health Clinical Reminders,2011-01-03,0.0,0.19312100000000001,589,452.0,549.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2813,Event Capture Enhancements,2011-07-01,0.0,1.6875,242,182.0,0.0,4199
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2814,ASISTS (Automated Safety Incident Surveillance and Tracking System) Case Management,2011-09-07,0.0,1.8,223,205.0,0.0,4267
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2815,VistA Imaging Storage Infrastructure,2011-01-03,0.0,0.11973199999999999,535,361.0,1888.0,4020
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2816,Automate Updates of Late Payment Charges,2011-07-25,0.0,0.433,218,179.0,371.0,4223
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2842,CPRS Notification Abnormal Test Results,2011-03-21,0.0,0.114927,458,438.0,486.0,4097
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2843,Notification of Teratogenic Drugs,2011-03-21,0.0,0.25054899999999997,228,378.0,375.0,4097
202-000001020,763,202,U.S. Army Corps of Engineers,Emergency Response Program (ENGLink),598,ENGLink Interactive O and M,1997-09-20,0.0,0.15,5456,5522.0,1062.0,-833
202-000001031,766,202,U.S. Army Corps of Engineers,Operations & Maintenance Business Info Link PLUS (OMBIL),644,LPMS Integration,2009-10-01,2e-05,0.125002,1062,1095.0,365.0,3561
202-000001031,766,202,U.S. Army Corps of Engineers,Operations & Maintenance Business Info Link PLUS (OMBIL),645,WCSC Navigation Module Modernization,2011-10-01,0.0,0.16,241,365.0,365.0,4291
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1245,FY 2012 - Integrated T and E / Deploy,2011-10-03,0.0,0.7,210,361.0,0.0,4293
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1246,Build 7 - User Interface (Phase III),2010-05-01,-0.46888100000000005,1.375,850,578.0,275.0,3773
202-000002015,824,202,U.S. Army Corps of Engineers,USACE  Automation,588,Email Enhancements,2010-12-10,0.0,8.275,566,539.0,29.0,3996
202-000002015,824,202,U.S. Army Corps of Engineers,USACE  Automation,590,PC Backup and Imaging.,2011-03-01,0.0,4.61155,455,579.0,0.0,4077
202-000002016,825,202,U.S. Army Corps of Engineers,USACE Communications,2068,IPv6 Transition,2010-07-01,0.0215,0.2,761,729.0,1188.0,3834
202-000002016,825,202,U.S. Army Corps of Engineers,USACE Communications,2069,WAN Acceleration,2011-11-01,0.00025,0.801,301,213.0,730.0,4322
202-000002017,826,202,U.S. Army Corps of Engineers,Information Assurance,1465,Identity Management (IDM),2011-07-01,0.2925,0.5,363,317.0,140.0,4199
020-000016005,395,20,Environmental Protection Agency,CDX - Central Data Exchange,1543,CDX FY2012 Planning,2011-10-01,0.2484,1.53,332,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1970,Project Management,2011-10-01,0.0,0.2218,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1971,Compliance and Program Reporting,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1972,Interoperability and Intraoperability Requirements,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1973,Acquisition Strategy and Management,2011-10-01,0.0,0.181,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1974,Module and System Development and Implementation,2011-10-01,0.0,2.0681,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1975,System Integration,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1976,Business Processes and Procedures,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1977,System Level Testing,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1978,System Level Training,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1979,Privacy and Security,2011-10-01,0.0,0.1342,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1980,Communications and Outreach,2011-10-01,0.0,0.1546,241,365.0,0.0,4291
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1981,Maintenance,2011-10-01,0.0,0.9403739999999999,332,365.0,0.0,4291
020-000016240,400,20,Environmental Protection Agency,ECMS - Enterprise Content Management System,1546,New ECMS Applications,2010-12-13,0.284,1.015,596,657.0,1461.0,3999
020-000010126,401,20,Environmental Protection Agency,FinRS - Financial Replacement System,837,Core Financial System,2008-10-01,0.261,8.76,1427,1307.0,153.0,3196
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1549,Phase II: ICIS-NPDES,2011-10-01,-0.015,6.913,304,365.0,0.0,4291
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1550,"Phase III: ICIS-CAA, AFS Modernization to include CAA",2011-10-01,0.0,1.099,304,365.0,0.0,4291
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1551,Electronic Notice of Intent (eNOI),2011-10-01,-0.063,0.953,304,365.0,0.0,4291
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1552,Grant Funding,2011-10-01,0.0,1.2,304,365.0,0.0,4291
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1553,Working Capital Fund,2011-10-01,0.0,0.503,304,365.0,0.0,4291
020-000013015,412,20,Environmental Protection Agency,SEMS - Superfund Enterprise Management System,1672,NCC Support (IT Infrastructure),2011-10-01,0.0,2.8220009999999998,31,365.0,365.0,4291
023-000003060,602,23,General Services Administration,Cloud Computing,330,Data Center Consolidation,2011-10-01,0.0,0.732,286,365.0,0.0,4291
023-000003060,602,23,General Services Administration,Cloud Computing,331,Cloud Computing,2011-10-01,0.0,0.492,286,365.0,0.0,4291
023-000003060,602,23,General Services Administration,Cloud Computing,332,Federal Risk and Authorization Management Program,2011-10-01,0.0,1.218,286,365.0,0.0,4291
023-000003302,603,23,General Services Administration,Data.gov,307,Data.gov FY12 DME Program Management,2011-10-01,0.0,1.0,286,365.0,0.0,4291
023-000003302,603,23,General Services Administration,Data.gov,308,Data.gov FY12 DME Infrastructure,2011-10-01,0.0,1.93,286,365.0,0.0,4291
023-000003302,603,23,General Services Administration,Data.gov,309,Data.gov FY12 DME Communities & Outreach,2011-10-01,0.0,1.2,286,365.0,0.0,4291
023-000003302,603,23,General Services Administration,Data.gov,310,Data.gov FY12 DME Innovations,2011-10-01,0.0,0.15,286,365.0,0.0,4291
023-000001030,608,23,General Services Administration,Federal Supply Service 19,599,OCMS - QC Function Enhancement,2010-11-15,0.0,0.233,400,319.0,0.0,3971
023-000001030,608,23,General Services Administration,Federal Supply Service 19,600,OCMS - SRC Enhancement,2011-01-05,0.0,0.116,349,219.0,12.0,4022
023-000001030,608,23,General Services Administration,Federal Supply Service 19,601,Mass Mods,2011-01-05,0.0171,0.146,349,177.0,6.0,4022
023-000001030,608,23,General Services Administration,Federal Supply Service 19,602,FY11 FSS-19 Fed FTE,2010-10-01,0.0,0.29,445,364.0,0.0,3926
023-000001030,608,23,General Services Administration,Federal Supply Service 19,607,FY12 FSS-19 Fed FTE,2011-10-01,0.0,0.37258,110,365.0,0.0,4291
023-000001030,608,23,General Services Administration,Federal Supply Service 19,2927,DLMS Pilot Deployment,2011-12-01,0.0,0.22117699999999998,117,151.0,0.0,4352
023-000001030,608,23,General Services Administration,Federal Supply Service 19,2928,Sub-K Release,2011-10-01,0.0,0.21200500000000003,178,182.0,0.0,4291
023-000001020,609,23,General Services Administration,GSA Advantage,725,e-Library Revision,2011-07-11,0.0,0.35,94,154.0,3.0,4209
023-000001020,609,23,General Services Administration,GSA Advantage,727,FY12 DME: Advantage Catalog,2011-10-11,0.0,0.331,65,79.0,0.0,4301
023-000001020,609,23,General Services Administration,GSA Advantage,728,FY12 DME: Advantage Backend Enhancements,2012-01-17,0.012008,0.369,135,143.0,18.0,4399
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,312,FY11 BAAR Investment,2010-10-01,1.568,21.058,651,546.0,0.0,3926
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,313,FY11 BAAR Bill Design,2010-10-01,0.5,2.5,627,364.0,0.0,3926
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,314,FY11 Reporting Strategy Business Objects,2011-01-01,0.0,1.5,383,272.0,0.0,4018
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,315,FY11 Enterprise Service Business,2011-03-01,0.0,0.25,246,213.0,0.0,4077
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,316,FY11 Testing Support,2011-01-01,0.084,0.684,305,272.0,0.0,4018
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,317,FY11 FAIM,2011-07-01,0.0,0.26,124,91.0,0.0,4199
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,318,FY11 Security,2011-04-01,0.0,0.475,445,182.0,0.0,4108
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,319,FY11 Pegasys upgrade,2011-04-01,0.026,0.065,215,182.0,0.0,4108
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,320,FY11 NEAR,2011-04-01,0.2,0.5,215,182.0,0.0,4108
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,325,FY12 Security,2012-04-02,0.0,1.0,78,179.0,0.0,4475
023-000004030,611,23,General Services Administration,GSA Office of Enterprise Infrastructure,1522,OEI Transformation,2011-10-01,0.0,5.9299,303,365.0,0.0,4291
023-000001226,613,23,General Services Administration,Human Capital Information Technology Services,311,HCITS Transformation,2010-10-01,0.028714999999999997,0.760537,651,689.0,41.0,3926
023-999990230,616,23,General Services Administration,Integrated Acquisition Environment (IAE),596,FY11 Q4 DME SAM (System for Award Management),2011-02-01,-0.109661,5.34416,282,241.0,0.0,4049
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2862,AAS CAB Enhancements,2011-10-01,-0.015,0.227,303,243.0,0.0,4291
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2864,EFM Phase III,2011-10-01,0.0,0.75,303,365.0,0.0,4291
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2865,GWAC CAB Enhancements,2011-10-01,-0.002,0.227,303,212.0,31.0,4291
